sector,product group,product,Year,fiscal year,balance sheet generic term,balance sheet item,Value,Calculation1,numerical value,Calculation_numerical_value,Unit,supplement unit
Vegetable products,Vegetables,canned vegetables,1993,1993/94,consumption,consumption,931.2,931.2,931.2,931.2,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1994,1994/95,consumption,consumption,943.1,943.1,943.1,943.1,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1995,1995/96,consumption,consumption,953.2,953.2,953.2,953.2,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1996,1996/97,consumption,consumption,929.3,929.3,929.3,929.3,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1997,1997/98,consumption,consumption,869.7,869.7,869.7,869.7,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1998,1998/99,consumption,consumption,835.5,835.5,835.5,835.5,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1999,1999/00,consumption,consumption,883.4,883.4,883.4,883.4,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2000,2000/01,consumption,consumption,914.7,914.7,914.7,914.7,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2001,2001/02,consumption,consumption,1057.82,1057.82,1057.82,1057.82,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2002,2002/03,consumption,consumption,1035.71,1035.71,1035.71,1035.71,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2003,2003/04,consumption,consumption,995.5,995.5,995.5,995.5,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2004,2004/05,consumption,consumption,939.16,939.16,939.16,939.16,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2005,2005/06,consumption,consumption,1017.75,1017.75,1017.75,1017.75,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2006,2006/07,consumption,consumption,1026.04,1026.04,1026.04,1026.04,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2007,2007/08,consumption,consumption,1067.55,1067.55,1067.55,1067.55,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2008,2008/09,consumption,consumption,1047.18,1047.18,1047.18,1047.18,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2009,2009/10,consumption,consumption,1011.11,1011.11,1011.11,1011.11,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2010,2010/11,consumption,consumption,1011.05,1011.05,1011.05,1011.05,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2011,2011/12,consumption,consumption,1002.17,1002.17,1002.17,1002.17,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2012,2012/13,consumption,consumption,1054.15,1054.15,1054.15,1054.15,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2013,2013/14,consumption,consumption,1044.37,1044.37,1044.37,1044.37,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2014,2014/15,consumption,consumption,1032.66,1032.66,1032.66,1032.66,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1990,1990/91,consumption per head,consumption in kg per capita,13.9,13.9,13.9,13.9,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,1991,1991/92,consumption per head,consumption in kg per capita,14.1,14.1,14.1,14.1,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,1992,1992/93,consumption per head,consumption in kg per capita,13,13,13,13,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,1993,1993/94,consumption per head,consumption in kg per capita,11.4,11.4,11.4,11.4,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,1994,1994/95,consumption per head,consumption in kg per capita,11.6,11.6,11.6,11.6,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,1995,1995/96,consumption per head,consumption in kg per capita,11.7,11.7,11.7,11.7,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,1996,1996/97,consumption per head,consumption in kg per capita,11.3,11.3,11.3,11.3,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,1997,1997/98,consumption per head,consumption in kg per capita,10.6,10.6,10.6,10.6,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,1998,1998/99,consumption per head,consumption in kg per capita,10.2,10.2,10.2,10.2,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,1999,1999/00,consumption per head,consumption in kg per capita,10.8,10.8,10.8,10.8,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,2000,2000/01,consumption per head,consumption in kg per capita,11.1,11.1,11.1,11.1,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,2001,2001/02,consumption per head,consumption in kg per capita,12.9685,12.9685,12.9685,12.9685,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,2002,2002/03,consumption per head,consumption in kg per capita,12.6944,12.6944,12.6944,12.6944,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,2003,2003/04,consumption per head,consumption in kg per capita,12.2133,12.2133,12.2133,12.2133,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,2004,2004/05,consumption per head,consumption in kg per capita,11.5371,11.5371,11.5371,11.5371,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,2005,2005/06,consumption per head,consumption in kg per capita,12.5231,12.5231,12.5231,12.5231,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,2006,2006/07,consumption per head,consumption in kg per capita,12.6552,12.6552,12.6552,12.6552,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,2007,2007/08,consumption per head,consumption in kg per capita,13.1946,13.1946,13.1946,13.1946,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,2008,2008/09,consumption per head,consumption in kg per capita,12.9893,12.9893,12.9893,12.9893,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,2009,2009/10,consumption per head,consumption in kg per capita,12.5845,12.5845,12.5845,12.5845,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,2010,2010/11,consumption per head,consumption in kg per capita,12.6032,12.6032,12.6032,12.6032,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,2011,2011/12,consumption per head,consumption in kg per capita,12.476,12.476,12.476,12.476,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,2012,2012/13,consumption per head,consumption in kg per capita,13.0912,13.0912,13.0912,13.0912,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,2013,2013/14,consumption per head,consumption in kg per capita,12.9306,12.9306,12.9306,12.9306,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,2014,2014/15,consumption per head,consumption in kg per capita,12.7179,12.7179,12.7179,12.7179,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,1990,1990/91,degree of self-sufficiency,degree of self-sufficiency in %,16,16,16,16,%,
Vegetable products,Vegetables,canned vegetables,1991,1991/92,degree of self-sufficiency,degree of self-sufficiency in %,18,18,18,18,%,
Vegetable products,Vegetables,canned vegetables,1992,1992/93,degree of self-sufficiency,degree of self-sufficiency in %,14,14,14,14,%,
Vegetable products,Vegetables,canned vegetables,1993,1993/94,degree of self-sufficiency,degree of self-sufficiency in %,10,10,10,10,%,
Vegetable products,Vegetables,canned vegetables,1994,1994/95,degree of self-sufficiency,degree of self-sufficiency in %,10,10,10,10,%,
Vegetable products,Vegetables,canned vegetables,1995,1995/96,degree of self-sufficiency,degree of self-sufficiency in %,13,13,13,13,%,
Vegetable products,Vegetables,canned vegetables,1996,1996/97,degree of self-sufficiency,degree of self-sufficiency in %,10,10,10,10,%,
Vegetable products,Vegetables,canned vegetables,1997,1997/98,degree of self-sufficiency,degree of self-sufficiency in %,10,10,10,10,%,
Vegetable products,Vegetables,canned vegetables,1998,1998/99,degree of self-sufficiency,degree of self-sufficiency in %,9,9,9,9,%,
Vegetable products,Vegetables,canned vegetables,1999,1999/00,degree of self-sufficiency,degree of self-sufficiency in %,10,10,10,10,%,
Vegetable products,Vegetables,canned vegetables,2000,2000/01,degree of self-sufficiency,degree of self-sufficiency in %,9,9,9,9,%,
Vegetable products,Vegetables,canned vegetables,2001,2001/02,degree of self-sufficiency,degree of self-sufficiency in %,10.8733,10.8733,10.8733,10.8733,%,
Vegetable products,Vegetables,canned vegetables,2002,2002/03,degree of self-sufficiency,degree of self-sufficiency in %,10.7955,10.7955,10.7955,10.7955,%,
Vegetable products,Vegetables,canned vegetables,2003,2003/04,degree of self-sufficiency,degree of self-sufficiency in %,13.2597,13.2597,13.2597,13.2597,%,
Vegetable products,Vegetables,canned vegetables,2004,2004/05,degree of self-sufficiency,degree of self-sufficiency in %,13.4546,13.4546,13.4546,13.4546,%,
Vegetable products,Vegetables,canned vegetables,2005,2005/06,degree of self-sufficiency,degree of self-sufficiency in %,14.9398,14.9398,14.9398,14.9398,%,
Vegetable products,Vegetables,canned vegetables,2006,2006/07,degree of self-sufficiency,degree of self-sufficiency in %,16.5442,16.5442,16.5442,16.5442,%,
Vegetable products,Vegetables,canned vegetables,2007,2007/08,degree of self-sufficiency,degree of self-sufficiency in %,15.2547,15.2547,15.2547,15.2547,%,
Vegetable products,Vegetables,canned vegetables,2008,2008/09,degree of self-sufficiency,degree of self-sufficiency in %,15.5067,15.5067,15.5067,15.5067,%,
Vegetable products,Vegetables,canned vegetables,2009,2009/10,degree of self-sufficiency,degree of self-sufficiency in %,11.2676,11.2676,11.2676,11.2676,%,
Vegetable products,Vegetables,canned vegetables,2010,2010/11,degree of self-sufficiency,degree of self-sufficiency in %,11.0312,11.0312,11.0312,11.0312,%,
Vegetable products,Vegetables,canned vegetables,2011,2011/12,degree of self-sufficiency,degree of self-sufficiency in %,10.9403,10.9403,10.9403,10.9403,%,
Vegetable products,Vegetables,canned vegetables,2012,2012/13,degree of self-sufficiency,degree of self-sufficiency in %,11.1729,11.1729,11.1729,11.1729,%,
Vegetable products,Vegetables,canned vegetables,2013,2013/14,degree of self-sufficiency,degree of self-sufficiency in %,10.8031,10.8031,10.8031,10.8031,%,
Vegetable products,Vegetables,canned vegetables,2014,2014/15,degree of self-sufficiency,degree of self-sufficiency in %,11.2222,11.2222,11.2222,11.2222,%,
Vegetable products,Vegetables,vegetables,2015,2015/16,detail position,domestically produced feed,3459,3459,3458.73,3458.73,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2015,2015/16,detail position,crop dwindling,339,339,339.173,339.173,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2015,2015/16,production,domestically produced feed,3120,3120,3119.55,3119.55,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2015,2015/16,import,import,7306.9,7306.9,7306.9,7306.9,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2015,2015/16,export,export,1454.79,1454.79,1454.79,1454.79,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2015,2015/16,detail position,domestic use,8971.66,8971.66,8971.66,8971.66,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2015,2015/16,detail position,losses,876.284,876.284,876.284,876.284,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2015,2015/16,consumption,consumption,8095.38,8095.38,8095.38,8095.38,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2015,2015/16,consumption per head,consumption in kg per capita,98.513,98.513,98.513,98.513,kilogram,product weight
Vegetable products,Vegetables,vegetables,2015,2015/16,degree of self-sufficiency,degree of self-sufficiency in %,34.7712,34.7712,34.7712,34.7712,%,
Vegetable products,Vegetables,canned vegetables,2015,2015/16,production,domestically produced feed,107.439,107.439,107.439,107.439,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2015,2015/16,import,import,1062.44,1062.44,1062.44,1062.44,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2015,2015/16,export,export,152.891,152.891,152.891,152.891,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2015,2015/16,consumption,consumption,1016.99,1016.99,1016.99,1016.99,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2015,2015/16,consumption per head,consumption in kg per capita,12.3758,12.3758,12.3758,12.3758,kilogram,product weight
Vegetable products,Vegetables,canned vegetables,2015,2015/16,degree of self-sufficiency,degree of self-sufficiency in %,10.5644,10.5644,10.5644,10.5644,%,
Vegetable products,Vegetables,vegetables,2016,2016/17,detail position,domestically produced feed,3741.46,3741.46,3741.46,3741.46,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2016,2016/17,detail position,crop dwindling,367.146,367.146,367.146,367.146,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2016,2016/17,production,domestically produced feed,3374.31,3374.31,3374.31,3374.31,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2016,2016/17,import,import,7283.84,7283.84,7283.84,7283.84,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2016,2016/17,export,export,1385.16,1385.16,1385.16,1385.16,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2016,2016/17,detail position,domestic use,9272.99,9272.99,9272.99,9272.99,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2016,2016/17,detail position,losses,905.458,905.458,905.458,905.458,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2016,2016/17,consumption,consumption,8367.54,8367.54,8367.54,8367.54,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2016,2016/17,consumption per head,consumption in kg per capita,101.398,101.398,101.398,101.398,kilogram,product weight
Vegetable products,Vegetables,vegetables,2016,2016/17,degree of self-sufficiency,degree of self-sufficiency in %,36.3886,36.3886,36.3886,36.3886,%,
Vegetable products,Vegetables,canned vegetables,2016,2016/17,production,domestically produced feed,114.916,114.916,114.916,114.916,1 000 tons,product weight
